Buy Date,Buy Price,Sell Date,Sell Price,Long Profit
2024-05-21,462.2699890136719,2024-06-04,476.989990234375,14.720001220703125
2024-05-23,461.5400085449219,2024-06-06,493.760009765625,32.220001220703125
2024-05-30,464.7099914550781,2024-06-13,504.1000061035156,39.3900146484375
2024-05-31,454.4599914550781,2024-06-14,504.1600036621094,49.70001220703125
2024-06-07,490.1700134277344,2024-06-21,494.7799987792969,4.6099853515625
2024-06-12,504.4700012207031,2024-06-26,513.1199951171875,8.649993896484375
2024-06-17,496.010009765625,2024-07-01,504.67999267578125,8.66998291015625
2024-06-18,495.0199890136719,2024-07-02,509.5,14.480010986328125
2024-06-21,492.3900146484375,2024-07-05,539.9099731445312,47.51995849609375
2024-06-28,503.8399963378906,2024-07-12,498.8699951171875,-4.970001220703125
2024-07-01,493.1700134277344,2024-07-15,496.1600036621094,2.989990234375
